rank,name,archetype,tier,fit_score,ranked_score,email,phone,website,commune,postcode,reasoning
407,Château de Colliers,wedding_venue,C,6.0,6.00,reservation@chateau-colliers.com,+33 2 54 87 50 75,https://www.chateau-colliers.com/,Muides-sur-Loire,41500,"Wedding venue at château suggests premium grounds, potential tree infrastructure, and event-oriented clientele; $5k add-on aligns with venue investment profile."
408,Gites de la Ferme du Buisson,gite,C,6.0,6.00,contact@lebuisson-briare.fr,+332 38 31 66 82,https://lebuisson-briare.fr/,Briare,45240,'Ferme du Buisson' (farm with bushes/shrubs) suggests rural grounds with potential vegetation. Farm setting indicates long-term control; family gite audience reasonable but premium positioning unclear.
409,École primaire privée Montessori,montessori_school,B,5.0,6.00,secretariat@plaisirdenfance.com,+33 140350153,,,,"Private Montessori school with young learners and likely outdoor space, but schools typically have tight budgets and limited discretionary spending on such installations."
410,Montessori 21 Paris-Villette/Pantin,montessori_school,B,5.0,6.00,ce.0932778P@ac-creteil.fr,+33 688112143,,,,"Private Montessori school serving families interested in outdoor play, but limited discretionary budget and no confirmed mature trees or green space."
411,École Bilingue Montessori 101,montessori_school,B,5.0,6.00,info@montessori101.fr,+33 1 46704487,https://www.montessori101.fr/,,,"Private school with likely outdoor play space and kid-focused audience, but schools typically require municipal/institutional procurement and have limited discretionary budgets for non-curricular additions."
412,École élémentaire privée Montessori,montessori_school,B,5.0,6.00,info@montessori-auxerre.com,+33 689730014,,,,"Private Montessori school with active-learning philosophy appeals to families, but schools rarely have discretionary $5k budgets for non-curricular installations and face municipal compliance barriers."
413,Montessori Auxerre - collège,montessori_school,B,5.0,6.00,college.montessori.auxerre@gmail.com,+33 662715250,,,,"Private school with similar constraints as primary Montessori; educational focus does not align with discretionary activity budget, and institutional procurement rules limit fit."
414,Cèdre et Charme,gite,C,6.0,6.00,anne@cedre-et-charme.fr,+33 6 32 15 19 31,https://cedre-et-charme.fr/,,,"Cedar and charm gîte suggests mature trees and aesthetic focus on nature; Tier C positioning limits budget confidence, but outdoor amenities likely present."
415,École secondaire privée International Montessori Athéna,montessori_school,B,5.0,6.00,jpstefansen@orange.fr,+33 631054134,,,,"Private school with outdoor campus likely present (Montessori emphasizes nature); audience fit for active play good, but school budgets and liability concerns limit commercial installation viability."
416,École maternelle privée montessori academy,montessori_school,B,5.0,6.00,cecile@montessoriacademy.fr,+33 681677903,,,,"Private preschool with young children and likely outdoor play; smaller budget and facility size than elementary, limiting rope-net feasibility."
417,Les Gâtines,wedding_venue,C,6.0,6.00,inforesa@lesgatines.fr,+33 1 69 81 66 00,https://www.lesgatines.fr,,,"Wedding/events venue suggests private operator with discretionary budget and outdoor space, but no clear evidence of mature trees or adventure-focused audience appeal."
418,Collège de la Forêt,forest_school,B,5.0,6.00,ce.0451443z@ac-orleans-tours.fr,+33 2 38 52 76 76,http://clg-de-la-foret-trainou.tice.ac-orleans-tours.fr/eva/,,,"Public forest school has trees and youth audience, but procurement complexity and public-space constraints limit fit; not ideally positioned as discretionary-budget operator."
419,École primaire de la forêt,forest_school,B,5.0,6.00,ce.0022199E@ac-amiens.fr,,,Dampleux,02600,"Public forest school with trees and kid audience, but public procurement and municipal control reduce practical fit for private rope-net sale."
420,École élémentaire les Portes de la Forêt,forest_school,B,5.0,6.00,ce.0760442T@ac-normandie.fr,+33 235599868,,,,"Public forest school offers trees and children audience, but public-sector procurement barriers and lack of direct discretionary budget limit commercial fit."
421,École primaire privée Le Jardin des Capucines - École Montessori,montessori_school,B,5.0,6.00,jardincapucines@gmail.com,+33 160120665,,,,"Private Montessori schools typically have outdoor grounds and serve families who value active play, but schools have complex procurement/liability requirements and limited discretionary budget for non-educational infrastructure."
422,École primaire privée Maria Montessori internationale,montessori_school,B,5.0,6.00,eammi91@aliceadsl.fr,+33 169364970,,,,"Private Montessori schools typically have outdoor grounds and serve families who value active play, but schools have complex procurement/liability requirements and limited discretionary budget for non-educational infrastructure."
423,École primaire privée - Arbre bleu - École Montessori,montessori_school,B,5.0,6.00,communication@arbrebleu-montessori.fr,,,,,"Private Montessori schools typically have outdoor grounds and serve families who value active play, but schools have complex procurement/liability requirements and limited discretionary budget for non-educational infrastructure."
424,École primaire privée Montessori Être et Découvrir,montessori_school,B,5.0,6.00,etre.et.decouvrir@gmail.com,+33 695468404,,,,"Private Montessori schools typically have outdoor grounds and serve families who value active play, but schools have complex procurement/liability requirements and limited discretionary budget for non-educational infrastructure."
425,École 2D degré général privée Pilcalli - Lycée Montessori International,montessori_school,B,5.0,6.00,ofelia@pilcalli.com,+33 664446049,,,,"Private Montessori schools typically have outdoor grounds and serve families who value active play, but schools have complex procurement/liability requirements and limited discretionary budget for non-educational infrastructure."
426,École primaire privée Encyclopédia School Montessori,montessori_school,B,5.0,6.00,Direction@encyclopedia-school-montessori.fr,,,,,"Private Montessori schools typically have outdoor grounds and serve families who value active play, but schools have complex procurement/liability requirements and limited discretionary budget for non-educational infrastructure."
427,École primaire privée Montessori internationale El Nido,montessori_school,B,5.0,6.00,elnido.montessori@gmail.com,+33 139746366,,,,"Private Montessori schools typically have outdoor grounds and serve families who value active play, but schools have complex procurement/liability requirements and limited discretionary budget for non-educational infrastructure."
428,Ecole Montessori de Gargenville,montessori_school,B,5.0,6.00,celine.cherel@neuf.fr,+33 613776282,,,,"Private Montessori schools typically have outdoor grounds and serve families who value active play, but schools have complex procurement/liability requirements and limited discretionary budget for non-educational infrastructure."
429,La bohème restaurant & chambres d'hôtes,gite,C,6.0,6.00,contact@labohemesenlis.fr,+33 3 44 56 63 99,https://labohemesenlis.fr/,Senlis,60300,Restaurant + guest house in Senlis suggests higher budget capacity and mixed-use appeal; rural/semi-rural setting likely includes outdoor space.
430,Ferme de la Haute Maison,gite,C,6.0,6.00,jean.dhenin@wanadoo.fr,+33 1 64 08 62 56,http://www.fermedelahautemaison.fr,Saint Loup de Naud,77650,"Farm-based gite implies land ownership, probable tree presence, and family clientele. Rural operators can control property long-term, though activity focus and discretionary budget are unclear."
431,La ferme des deux pignons,gite,C,6.0,6.00,contact@hotes-ferme.fr,+33 1 60 67 14 05,www.hotes-ferme.fr,Bazoches-Les-Bray,77118,Farm gite implies established rural property with likely mature trees and outdoor space. Family clientele probable; operator budget and commitment to climbing/active experiences uncertain.
432,Château de Béru,gite,C,6.0,6.00,contact@chateaudeberu.com,+33 3 86 75 90 43,https://www.chateaudeberu.com/,,,"Château suggests larger property with likely grounds and mature trees; castles/manors attract families and can support premium activities, though operator budget is unconfirmed."
433,Chambres d'hôtes Moulin Saurele,gite,C,6.0,6.00,moulin.saurele@orange.fr,,,Mont-Notre-Dame,02220,Equestrian-friendly property (cavaliers randonneurs) with mill setting suggests outdoor grounds and nature-oriented clientele; likely rural property with budget for amenities.
434,L'Ancien Resto,gite,C,6.0,6.00,FamilyFunHolidays@AncienResto.com,,https://www.ancienresto.com/,,21320,"Group gîte (12 sleepers) with games room, pool, and active amenities suggests recreation-oriented operator and adequate budget; rural setting likely has trees, making it moderately promising."
435,Château de l'Aviette,gite,C,6.0,6.00,info@aviette.eu,+33 6 31 77 17 48,https://www.aviette.eu/,,,"Château property suggests larger estate with likely mature grounds and trees; châteaux often attract families and have budget for amenities, though premium positioning unclear."
436,Gîte du Domaine de l'Aviette,gite,C,6.0,6.00,info@aviette.eu,+33 6 86 49 39 08,https://globalpowerled.com/gate-domaine-aviette-uhirn3,,,Château domain gîte suggests estate setting with probable mature trees and group-oriented audience; moderate budget and control likely given château ownership context.
437,La ferme Oasis,gite,C,6.0,6.00,contact@la-ferme-oasis.com,+33 3 44 85 49 10,https://www.la-ferme-oasis.com,Belloy,60490,Farm-based gîte ('ferme Oasis') suggests rural setting with likely grounds and mature vegetation; family-friendly positioning; budget capacity uncertain but plausible for small operator.
438,L'Orée du Parc,gite,C,6.0,6.00,info@chambredhote-oreeduparc.com,+33 380 935848,https://www.chambredhote-oreeduparc.com,Montigny-sur-Aube,21520,"Named 'L'Orée du Parc' (forest edge), suggesting mature trees and proximity to parks; rural location with family guests; modest nightly rate suggests conservative budget but potential for activity add-ons."
439,La Fuste des Garceaux,gite,C,6.0,6.00,lafustedesgarceaux@gmail.com,+33 7 82 12 10 09,https://www.formule-bien-etre.fr,Orconte,51300,"Gite offering boules and badminton shows active leisure positioning and likely rural outdoor space; possible tree coverage, but modest sport offerings suggest mid-tier budget rather than premium positioning."
440,Aux Charmes de la Vallée,gite,C,6.0,6.00,auxcharmesdelavallee@gmail.com,+33 6 78 07 26 16,https://www.auxcharmesdelavallee.com/,Béthisy-Saint-Pierre,60320,Wellness-focused gîte (spa/sauna) suggests premium positioning and discretionary budget; rural setting likely has trees. Good candidate if operator sees added-value activity opportunity.
441,Château de Brumare,gite,C,6.0,6.00,chateaudebrumare@gmail.com,+33 2 27 36 90 10,https://www.chateau-brumare.com/,Brestot,27350,Château suggests substantial property with likely mature grounds and trees; higher-end positioning implies better budget and family appeal for outdoor attractions.
442,Ancien prieuré de Saint-Pierre-en-Chastres,wedding_venue,C,6.0,6.00,lea.lotz@festivaldesforets.fr,+33 3 44 40 28 99,https://saintpierreenchastres.wordpress.com/infos-pratiques/,,,"Historic prieuré (priory) venue suggests grounds, heritage setting, and likely mature trees; events venue format indicates budget capacity and audience for attractions, though may focus on weddings."
443,L'Escapade de Marijac,gite,C,6.0,6.00,info@lescapadedemarijac.com,+33 6 31 44 04 19,https://www.lescapadedemarijac.com/room/l-escapade-de-marijac,Lyons-la-Forêt,27480,Lyons-la-Forêt is a well-known forest village; gîte location suggests access to woodland and mature trees nearby; family-oriented guests with active outdoor interests likely.
444,Château du Rondon,gite,C,6.0,6.00,contact@chateaudurondon.fr,+33 7 45 33 21 28,https://chateaudurondon.fr/,Olivet,45160,Château suggests substantial estate with mature grounds and trees; likely attracts affluent families and event-seekers with discretionary budgets and appreciation for outdoor experiences.
445,Chambres d'Hôtes des Souciers Tente Lodge,gite,C,6.0,6.00,domainelessouciers@hotmail.com,+33 7 69 30 28 26,https://www.chambresdessouciers.com/,,,"'Tente Lodge' suggests outdoor/glamping orientation and likely has substantial grounds; probable appeal to adventure-seeking families, but unclear on mature trees and operator budget."
446,Château de Mons Boubert,gite,C,6.0,6.00,co.robert@laposte.net,+33607098144,http://www.chateaubaiedesomme.fr/,,,"Château suggests grounds with likely mature trees and heritage setting; gîte operators often have discretionary budgets for guest amenities. However, no explicit outdoor recreation angle or confirmation of family-focused positioning limits upside."
447,Le Prieuré des Fontaines,gite,C,6.0,6.00,contact@leprieuredesfontaines.fr,+33 6 13 17 87 02,https://www.leprieuredesfontaines.fr/,Les Préaux,27500,"'Prieuré des Fontaines' implies estate grounds and likely mature trees; priory/heritage properties appeal to families, though budget and outdoor-activity focus uncertain."
448,Domaine de La Haie des Granges,wedding_venue,C,6.0,6.00,contact@lahaiedesgranges.fr,+33 2 32 52 45 29,https://www.lahaiedesgranges.fr,Ménilles,27120,"Domaine in rural Ménilles implies grounds and trees; hotel positioning suggests budget. However, tier C and generic positioning lack explicit signals of family activity focus or major event draw that would justify $5k installation."
449,Novotel - Château de Maffliers - Demeure de campagne,wedding_venue,C,6.0,6.00,H0383@accor.com,+33 1 34 08 35 35,https://all.accor.com/hotel/0383/index.fr.shtml,Maffliers,95560,4-star château hotel with demeure de campagne designation suggests historic grounds with mature trees and outdoor amenities. Premium positioning and private control support budget capability.
450,Château de Sacy,wedding_venue,C,6.0,6.00,contact@chateaudesacy-reims.fr,+33 3 26 07 60 38,https://www.chateaudesacy-reims.fr/,,,"5-star château hotel likely has mature grounds with trees and premium clientele with discretionary budget, but wedding venues typically prioritize indoor elegance over adventure activities; unclear if they'd support a rope installation."
451,Climb Arena,climbing_gym,D,7.0,5.60,contact@climbarena.fr,+33 1 87 47 00 57,https://www.climbarena.fr/,,,"Theme park with outdoor leisure focus and family audience; strong budget potential as A-tier operator, though tree presence unconfirmed."
452,Ménagerie du Jardin des Plantes,zoo,D,7.0,5.60,valhuber@mnhn.fr,+33 1 40 79 56 01,https://www.mnhn.fr/fr/visitez/lieux/menagerie-zoo-jardin-plantes,,,"Zoo with mature trees, family audience, and outdoor positioning; existing infrastructure and active engagement positioning make it strong fit despite public-sector procurement risk."
453,La Petite Bray'tagne,zoo,D,7.0,5.60,contact@lapetitebraytagne.com,+33 6 79 24 14 74,https://www.lapetitebraytagne.com/,Blacourt,60650,"Zoo archetype indicates outdoor grounds with animals, likely mature trees, family audience, and active engagement focus; operator accustomed to experiential infrastructure; budget tier uncertain but higher than wedding venues."
454,Au Bistrot du Canal,camping,A,4.0,5.60,aubistrotducanal@orange.fr,+33 3 86 82 63 35,,Chassignelles,89160,Bistro-named campground suggests hospitality focus over activity offerings; canal location may limit tree density and active play audience.
455,I.C. Art,camping,A,4.0,5.60,i.c.art@orange.fr,+33 2 35 90 25 73,http://i.c.art.free.fr/index.php/hebergement,Fontaine-en-Bray,76440,"Association camping for tents suggests modest budget and outdoor orientation, but no mention of mature trees or infrastructure suitable for a rope-net installation."
456,Domaine de la Méchinière,camping,A,4.0,5.60,contact@domaine-mechiniere.com,+33 2 54 75 15 80,,,,"Caravan site with 'Domaine' branding suggests modest rural positioning, but caravan-focused facilities imply less year-round family recreation programming."
457,Camping Municipal Le Port,camping,A,4.0,5.60,secretariat@ville-braysursomme.fr,+33 3 22 76 12 32,http://www.ville-braysursomme.fr/fr/information/84051/camping,,,Municipal camping means public procurement likely required and limited discretionary budget; 2-star rating suggests basic facility standards and cost-conscious operator.
458,Camping Paris-Est,camping,A,4.0,5.60,champigny@campingchampigny.fr,+33 1 43 97 43 97,https://www.campingchampigny.paris/,,,Paris-area campsite likely has more urban/peri-urban density and fewer mature trees; camping audience is positive but budget and anchor infrastructure uncertain.
459,Camping Touristique du Canal,camping,A,4.0,5.60,location-camping@beaulieu-sur-loire.fr,+33 2 38 35 87 24,http://www.beaulieu-sur-loire.fr/fr/information/101640/camping-municipal,,,Caravan site likely has minimal tree infrastructure and operator focus on vehicle parking rather than experiential activity; budget uncertain.
460,Camping de La Miniere,camping,A,4.0,5.60,campingforges@gmail.com,+33 2 35 90 53 91,http://www.campingforges.com/fr/bienvenue-a-la-miniere,Forges-les-Eaux,76440,"2-star camping with cycling focus suggests budget-conscious families, but no indication of mature trees or adventure infrastructure. Small operator with unclear financial capacity."
461,Camping Les Araucarias,camping,A,4.0,5.60,camping-les-araucarias@wanadoo.fr,+33 3 44 75 27 39,,,,2-star campsite indicates modest budget and family audience but no location detail; typical small campsite operator may lack funds and grounds sufficient for permanent aerial structure.
462,Le Village parisien,camping,A,4.0,5.60,village-parisien@capfun.com,+33 1 64 33 68 74,https://www.village-parisien.com/,,,Generic campsite name with no distinctive features suggesting outdoor adventure focus or premium budget; likely targets budget campers rather than premium activity seekers.
463,La Camargue,camping,A,4.0,5.60,la-camargue-sa@skynet.be,+3260213092,https://visitchimay.be/project/camping-la-camargue/,,,"Generic camp site name lacks descriptive detail; insufficient signal on trees, family orientation, or budget capacity."
464,Camping Municipal de Val-de-Vesle,camping,A,4.0,5.60,camping@valdevesle.fr,+33 326 039 179,,,,"Municipal campground suggests family audience and community budget, but municipal procurement complexity; tree presence unknown."
465,Les Terres Rouges,camping,A,4.0,5.60,terres-rouges@wanadoo.fr,+33 3 25 46 04 45,https://www.les-terres-rouges.com/camping,,10390,Les Terres Rouges (2-star campsite) suggests modest operation; may lack mature trees and budget. Lower-tier audience may not value rope-net activities.
466,Le Lido,treehouse_hotel,A,4.0,5.60,lelidosezanne@gmail.com,+33 6 79 78 98 13,https://www.lelido-sezanne.fr/,Sézanne,51120,'Le Lido' name suggests waterfront/leisure venue rather than forest setting; unclear if trees present; urban gîte positioning makes rope-net fit marginal.
467,Château Hôtel de Beaulieu,wedding_venue,C,5.0,5.00,reservation@chateaudebeaulieu37.com,+33 2 47 53 20 26,https://www.chateaudebeaulieu37.com/fr/,,,"Château hotel with wedding events suggests premium budget and likely mature grounds; however, audience is event-focused rather than active outdoor play."
468,Au Bonheur Des Voyageurs,gite,C,5.0,5.00,info@aubonheurdesvoyageurs.fr,+33 6 98 97 88 19,https://aubonheurdesvoyageurs.fr,,,"Guest house likely has outdoor grounds and attracts leisure tourists, but archetype doesn't signal mature trees or discretionary budget for climbing infrastructure."
469,Au Clos Saint-Jacques,gite,C,5.0,5.00,nadinedepont@wanadoo.fr,+33 3 25 32 21 18,https://www.gites-de-france.com/node/620323,Châteauvillain,52120,Rural gîte with modest tier; reasonable outdoor space likely but budget and tree infrastructure uncertain.
470,Le Fleur,gite,C,5.0,5.00,contact@lefleur.fr,+33 658007582,https://lefleur.fr/,Gonneville-sur-Honfleur,14600,"Le Fleur is a guest house in a rural commune near Honfleur. Rural setting suggests possible trees, and guest houses may have discretionary budget and longer-term control of grounds, but no explicit family-activity positioning."
471,Taverne des Deux Augustins,guinguette,C,5.0,5.00,lesdeuxaugustins@wanadoo.fr,+33 2 35 27 06 99,http://www.les2augustins.com,Étretat,76790,"Hotel/restaurant in Étretat with outdoor seating in scenic location; modest 2-tier status and dining focus suggest moderate budget and unclear climbing-activity audience. Trees likely in region but venue emphasis is meals, not active play."
472,Le Jardin d’Alice,gite,C,5.0,5.00,brigitte.girondel@sfr.fr,+33 2 35 27 92 26,,Le Tilleul,76790,'Jardin d'Alice' suggests landscaped garden grounds with trees; private gite operator in rural area could have discretionary budget and family audience.
473,À l'Ombre d'Azay,gite,C,5.0,5.00,contact@alombredazay.fr,+33 2 47 38 87 97,www.alombredazay.fr,Azay-le-Rideau,37190,"Gite in Azay-le-Rideau (heritage village) with likely rural setting and family appeal; name 'À l'Ombre d'Azay' hints at trees, but no climbing infrastructure evident."
474,Domaine de Barlay,gite,C,5.0,5.00,paadoublet@wanadoo.fr,+33 1 64 60 15 32,,Saint-Brice,77160,"'Domaine' suggests larger property with potential grounds and mature landscape; gîte audience includes families, though budget and tree presence uncertain."
475,La Ferme du Chatel,gite,C,5.0,5.00,fermeduchatelprovins@gmail.com,+33 6 73 79 36 68,,Provins,77160,"Farm-based gîte suggests grounds and rural character; potential family audience and likely outdoor space, though adventure positioning unclear."
476,Domaine Mérieau,vineyard,C,5.0,5.00,info@merieau.com,+33254321423,https://www.merieau.com,,41400,"Vineyard domain likely has established grounds with trees and ownership stability; premium segment implies budget, but unclear family/adventure positioning."
477,Karibu Normandy,gite,C,5.0,5.00,karibunormandy14@gmail.com,+33 6 75212391,https://www.francevelotourisme.com/hebergements/chambres-d-hotes/karibu-normandy,,,"Gites often have outdoor grounds and may cater to families seeking active experiences, but limited visibility into available trees, space, or discretionary budget. Moderate potential if property is rural with acreage."
478,La Dixemeresse,gite,C,5.0,5.00,bienvenue@la-dixmeresse-en-touraine.fr,+33 2 47 93 90 34,https://www.la-dixmeresse-en-touraine.fr/fr/accueil/,,,"Guest house suggests modest budget and outdoor-oriented visitors, but limited indication of adventure focus or mature trees on-site."
479,"Gîte ""Les Thiares""",gite,C,5.0,5.00,gitelesthiares@orange.fr,+33 1 60 82 64 85,http://www.lesthiares.sitew.fr,,,"Guest house with possible outdoor grounds and family-visitor base, but limited evidence of adventure positioning or $5k discretionary budget."
480,Hostellerie du Château,wedding_venue,C,5.0,5.00,contact@domaine-des-chateaux.fr,+33254209804,https://domaine-des-chateaux.fr,,,"Wedding venues often control outdoor grounds and serve affluent clientele with discretionary spend, but no confirmation of mature trees or family/adventure positioning."
481,Gîte d'étape des Sources de la Seine,gite,C,5.0,5.00,gitedessourcesdelaseine@gmail.com,+33 606890944,http://www.gitedessourcesdelaseine.fr,Source-Seine,21690,"Gîte d'étape (hiking lodge) in Source-Seine suggests outdoor/nature positioning and potential guest base interested in active recreation, but no confirmation of mature trees on-site or budget for premium installations."
482,Gîte La Grange de Léonie,gite,C,5.0,5.00,lagrangedeleonie@gmail.com,+33 6 64 35 01 68;+33 6 86 18 70 55,https://www.lagrangedeleonie.com/,Méry-sur-Cher,18100,"4-star gîte with rural positioning (Méry-sur-Cher) suggests outdoor grounds and potential family clientele, but lacks confirmation of mature trees or active recreation orientation."
483,Domaine de Valaudran,wedding_venue,C,5.0,5.00,info@hotelvalaudran.com,+33 2 54972000,https://www.hotelvalaudran.com/,,,"Hotel-restaurant with wedding/event focus; may have grounds with trees and premium budget, but target audience (adult celebrations) differs from active adventure seekers."
484,Parissy,gite,C,5.0,5.00,info@parissy.fr,+33 9 50 18 07 06,https://www.parissy.fr/,,,"Guest house with likely outdoor grounds, but no clear indication of mature trees, climbing infrastructure, or active-play positioning; uncertain budget and audience fit."
485,La Sorellerie,gite,C,5.0,5.00,vero.bertolero@gmail.com,+33 2 47 42 92 78,https://www.hotes-touraine-sorellerie.fr/,,,"Rural gite suggests outdoor setting and potential trees, but limited information on budget, event space, or audience interest in active outdoor play beyond accommodation."
486,Les Pieds dans l'Ouche,gite,C,5.0,5.00,otero.michel@wanadoo.fr,+333 80 49 09 38,http://micot21.free.fr,,,"Gîte with likely outdoor space and possible trees, but positioning as accommodation rather than attraction; audience and discretionary budget unclear."
487,Châteaux de la Loire,wedding_venue,C,5.0,5.00,contact@hoteldeschateaux.fr,+33 2 47 05 10 05,https://www.hotelchateauxloire.com/,,,"Châteaux de la Loire is a 2-star hotel with 'Châteaux' suggesting historical property and grounds; lower star rating limits discretionary budget, but location and theme indicate outdoor space."
488,Gîte Bord de la Cure,gite,C,5.0,5.00,saint-more-location@orange.fr,+33 6 16 10 18 01,https://www.saintmore.fr/gite-communal,,,"Guest house with limited information suggests modest operator size and budget constraints. No explicit evidence of mature trees or rope-net-compatible infrastructure, though rural location hints at potential."
489,Château du Gerfaut,gite,C,5.0,5.00,contact@chateaudugerfaut.com,+33 6 62 20 81 06,https://chateaudugerfaut.com/,,37190,"Château guest house suggests grounds and potential family appeal, but tier-C status and no explicit adventure-positioning indicate modest budget and unclear tree coverage."
490,Château de Vault de Lugny,wedding_venue,C,5.0,5.00,hotel@lugny.fr,+33 386 34 07 86,https://lugny.fr/,Vault-de-Lugny,89200,"5-star château wedding venue in Vault-de-Lugny with premium positioning and likely mature grounds, but wedding-focused archetype does not align with adventure play audience; budget plausible but use-case mismatch."
491,Domaine les Crayères,wedding_venue,C,5.0,5.00,contact@lescrayeres.com,+33 3 26 24 90 00,https://www.lescrayeres.com/,,,"Upscale hotel/wedding venue with likely grounds and discretionary budget, but no evidence of trees, climbing infrastructure, or positioning toward outdoor-activity families."
492,Le Numéro!,wedding_venue,C,5.0,5.00,lenumero.k@orange.fr,+33 6 60 91 16 16,https://www.lenumero-de-marolles94.fr,,,"Events venue (Le Numéro!) may have outdoor space and discretionary budget for unique installations, but no evidence of mature trees or active play audience; depends on property characteristics."
493,Hôtel Le Louis Versailles Château,wedding_venue,C,5.0,5.00,H1300@accor.com,+33 1 39 07 46 46,https://lelouis-versailles-chateau.com/,,78000,"Hotel with potential grounds and budget, but no specifics on outdoor space, trees, or alignment with active play audiences."
494,L'imprévu,gite,C,5.0,5.00,contact@imprevu-brunoy.com,+33 1 60 46 58 63,http://imprevu-brunoy.com/,Brunoy,91800,"Gîte in Brunoy (rural/suburban area) likely has outdoor space and family audience, but no clear evidence of mature trees or discretionary budget for infrastructure."
495,À la table du Puisard,guinguette,C,5.0,5.00,pierre.morisset@outlook.fr,+33 243338986,https://fr-fr.facebook.com/À-la-table-du-puisard-1049414441808357/,Mézières-sur-Ponthouin,72290,Reception venue with tables d'hôtes in rural location suggests private event space and potential discretionary budget; unclear if mature trees present.
496,L'Étape des Saveurs,guinguette,C,5.0,5.00,letape.des.saveurs@gmail.com,+33 2 37 29 06 20,https://www.letape-des-saveurs.com/,,,Hotel-restaurant with outdoor seating suggests better operational budget and potential for family clientele; rural/countryside positioning hints at possible trees and grounds.
497,Le Relais de Fleurette,guinguette,C,5.0,5.00,contact.relais-de-fleurette@orange.fr,+33 323 205 305,https://relais-de-fleurette.fr/,,,"Hotel-restaurant with outdoor seating suggests owned property and family clientele; likely adequate grounds and budget, but no clear tree or climbing focus."
498,Gîte l'Effervescence,gite,C,5.0,5.00,contact@marcoult.com,+33 3 26 80 20 19,https://www.champagne-marcoult.com/gites/gite-l-effervescence,Barbonne-Fayel,51120,"8-person guest house with weekend/week bookings suggests family clientele and discretionary spending potential; outdoor grounds likely, though no explicit adventure positioning or tree confirmation."
499,Domaine Borgnat,gite,C,5.0,5.00,contact@domaine-borgnat.fr,+33 3 86 53 35 28,https://www.domaine-borgnat.fr/chambres-gite-p4.html,,,"Guest house on wine domain suggests rural location with likely mature trees and family/multi-generational visitors. However, no clear adventure/outdoor-play positioning or evident budget for supplementary attractions beyond lodging."
500,Le Prieuré,gite,C,5.0,5.00,gilles.berthelin@wanadoo.fr,,https://www.gites-de-france.com/fr/grand-est/aube/le-prieure-10g802,,,"Guest houses often have grounds and family clientele, but without specific indicators of outdoor space, trees, or budget capacity, the fit is uncertain. Rural location is slightly favorable."
501,Les Clés des Lys,gite,C,5.0,5.00,le.jardin.des.lys@orange.fr,+33 1 60 71 61 42,https://www.lejardindeslys.fr/Le-Gite.html,Moret-sur-Loing,77250,"Gite in Moret-sur-Loing (Seine riverside town) suggests established grounds with trees and family market, but no explicit outdoor adventure positioning."
502,Gîte & Chambre d’hôtes Taille à Genettes,gite,C,5.0,5.00,taille.a.genettes@gmail.com,,,,,"Guest house with 'Genettes' (possibly genista shrubs/gorse); rural archetype suggests outdoor grounds, but no explicit tree or climbing signals."
503,La belle de Mai,gite,C,5.0,5.00,labelledemai@bbox.fr,+33164013927,,Donnemarie-Dontilly,77520,Rural gite with poetic name suggesting pleasant grounds; typical small operator profile with uncertain budget depth.
504,La Ferme de Puiseleau,gite,C,5.0,5.00,puiseleau@live.fr,+33 9 75 17 62 79,https://www.chambres-hotes-fermedepuiseleau.fr/,La Chapelle-Moutils,77320,"Farm-based gite implies land ownership, rural setting, and family audience; equestrian/agricultural backdrop suggests trees."
505,La Loutinière,gite,C,5.0,5.00,planckaert.valerie@orange.fr,+33 9 65 39 55 58,http://loutiniere-chambredhote.e-monsite.com/,Sourdun,77171,Rural Île-de-France gite with likely outdoor grounds; no specific activity or infrastructure signals.
506,À l'Orée des Champs,gite,C,5.0,5.00,emmanuel.morisseau@wanadoo.fr,+33 1 64 01 95 85,http://aloreedeschamps.fr,Villiers Saint Georges,77560,"Rural gite name 'À l'Orée des Champs' (at the edge of fields) hints at agrarian/natural setting with possible tree presence. Likely owns land, but activity positioning and budget unclear."
507,Les Cottages de Corberon,gite,C,5.0,5.00,mmgco@hotmail.com,+33 1 64 01 93 08,,Les Marêts,77560,"Cottage-style gite implies landscaped grounds with potential trees. Rural setting suggests land ownership, but no clear commitment to active/climbing experiences."
508,La Pépinière,gite,C,5.0,5.00,lapepiniere@hotmail.fr,+33 9 53 87 82 74,https://www.lapepiniere.info,Châtenay-sur-Seine,77126,"Name 'La Pépinière' (nursery) suggests horticultural/landscaped setting with probable trees. Rural gite likely owns land, but activity and budget positioning unclear."
509,La Grange aux Loirs,gite,C,5.0,5.00,sylvain.pieplu@orange.fr,+33 6 68 54 89 83,https://www.lagrangeauxloirs.com/,Courtioux,10400,"Farm-related gite name suggests rural setting with potential land and trees. Likely family audience, but no clear signals of activity focus or operator budget capacity."
510,La Moutonnerie,gite,C,5.0,5.00,lamoutonneriejefftiph@gmail.com,+33 1 60 67 40 24,,Gurcy-le-Châtel,77520,"Farm-based gite (sheep operation implied) suggests established grounds with probable trees and family clientele. Operator land control likely, but climbing/adventure positioning and budget unclear."
511,La Maison Blanche,gite,C,5.0,5.00,e.motte@wanadoo.fr,+33 6 16 62 83 10,https://www.cuvergnon.com/,Cuvergnon,60620,"'La Maison Blanche' is generic; rural Île-de-France setting implies some vegetation, but no specific indicators of mature trees or climbing focus."
